ID,AGE,INCOME,SEX,MARRIED,FICO,OWNHOME
176649462,44,64,F,1,696,1
176665389,54,57,F,1,654,1
176748027,52,40,M,1,699,0
177302421,45,32,F,0,709,0
177559105,51,65,M,1,667,1
177676969,48,63,M,0,685,1
177949031,33,37,M,0,698,1
177962029,63,39,F,0,740,0
178013039,43,26,F,1,712,1
178082781,34,55,M,0,659,0
178127123,28,63,F,0,662,1
178487900,75,65,M,1,690,0
178500717,19,54,F,0,697,0
178824734,38,57,M,0,674,0
178835466,45,65,M,1,693,0
178998570,48,51,M,1,692,0
179015073,51,56,M,1,667,0
179127498,49,52,M,0,701,0
179224849,43,34,M,1,697,0
179244795,39,51,M,0,689,0
179317392,40,31,M,1,703,0
179468840,70,26,M,0,696,0
179483104,42,22,M,1,651,0
179680432,41,49,F,1,651,0
179764732,40,43,M,0,700,0
179910855,38,53,F,0,722,1
180004609,48,40,F,1,711,1
180423237,46,49,M,1,701,0
180508491,42,69,M,1,649,0
180537774,46,64,F,1,710,0
180541413,56,36,F,0,694,0
180733609,34,50,F,0,763,0
180922870,48,46,F,1,647,0
180976328,51,25,M,1,704,0
181172068,62,48,M,1,671,0
181333882,52,27,F,0,710,0
181496724,68,22,M,1,652,0
181633465,47,55,M,1,710,0
181702445,53,18,F,1,699,1
181769512,38,66,F,0,721,0
181945617,50,41,M,1,683,0
182379101,55,65,M,1,744,0
182505900,55,69,M,1,647,1
182820076,36,56,F,0,655,1
182857690,63,65,M,1,655,0
182896122,28,19,F,0,626,0
183043452,48,59,F,1,706,1
183127925,45,41,F,1,731,1
183394186,53,54,F,1,652,0
183736048,35,75,M,0,694,1
184039207,30,69,F,1,717,1
184224257,46,68,M,0,698,0
184235405,36,59,M,0,684,0
184382498,46,17,F,1,685,1
184466404,50,63,M,1,677,0
184585705,18,20,F,0,719,1
184617575,59,18,M,1,728,1
184682723,35,54,M,0,690,0
184732037,43,74,F,1,685,0
184913258,21,68,F,1,635,0
185195866,43,57,M,1,688,0
185357703,37,70,F,0,691,0
185781398,42,59,F,1,626,0
185801582,40,60,M,1,705,0
185836923,69,60,F,0,687,0
186044782,51,62,M,1,657,1
186516372,42,19,F,1,714,0
186540097,43,56,M,1,736,1
186570422,65,67,M,1,696,0
186764330,47,33,F,1,683,1
187460781,49,60,M,1,729,1
187654701,26,69,M,0,636,0
187730028,42,40,M,1,681,0
188112981,41,54,M,0,722,0
188148152,47,56,M,1,712,0
188309114,43,45,M,1,696,0
188462702,39,61,M,0,659,1
188473592,54,24,F,0,721,1
188761335,45,62,F,1,705,1
189125131,38,26,F,0,699,1
189152953,52,71,M,1,688,0
189308530,35,58,M,0,685,0
189490616,57,58,F,1,675,0
189668815,42,31,M,1,735,0
189749622,49,23,F,0,711,1
189907515,50,66,M,1,670,0
190098948,64,16,M,1,651,0
190111990,36,49,M,0,714,0
190422847,28,60,M,1,649,1
190465986,23,35,M,0,656,1
190472185,47,50,F,1,697,0
190881843,36,47,F,0,683,0
191139518,35,52,F,0,690,0
191166556,,,,,690,
191233192,56,69,F,1,736,1
191447503,31,19,M,0,721,0
191712270,45,55,F,1,692,0
192315978,47,70,F,1,752,1
193032190,44,55,M,1,712,1
193087690,39,63,M,0,694,0
193637146,23,64,M,0,676,0
193836910,46,60,F,1,707,1
193968214,46,58,F,0,691,0
194086467,51,31,F,1,664,0
194129346,36,31,F,0,661,0
194165054,28,61,M,1,701,1
194192582,47,69,F,1,669,1
194351853,44,53,F,0,665,0
194693952,57,60,M,1,656,0
194977302,44,54,M,1,723,0
195181013,38,61,M,0,650,0
195321811,38,20,F,0,651,0
195766521,49,50,M,1,708,0
196666177,32,58,M,0,714,1
196692249,49,49,M,0,703,0
196744395,22,17,M,0,712,0
196809671,41,46,M,1,688,0
197248027,40,52,M,1,693,0
197363113,37,59,F,0,646,1
197523316,43,66,M,1,618,0
197772071,36,43,M,0,689,0
197798582,41,24,M,1,677,0
198330635,34,39,F,0,729,0
198377495,53,28,M,0,725,1
198453421,53,23,M,1,710,0
198487395,30,42,M,0,654,0
199014568,41,22,F,1,698,0
199326512,46,25,F,1,663,1
199919032,41,46,M,1,662,0
199983346,33,70,M,0,698,0
1E3397088,40,53,M,1,740,0
1E3472212,48,38,M,1,749,1
1E3515918,50,69,M,1,659,0
1E3675908,,,,,678,
1E3877353,71,69,F,1,738,1
1E3916585,27,60,M,0,699,0
1E3974320,45,68,M,0,688,0
200286477,42,53,F,0,672,0
200633888,69,55,M,0,725,0
200669871,31,46,M,1,604,0
200923898,45,68,F,1,729,0
201500176,50,43,M,1,698,1
201572956,51,63,M,1,698,1
201728431,44,55,M,1,696,1
201762848,,,,,685,
201833193,49,25,M,1,698,0
201850847,52,55,M,0,725,0
201955326,72,44,M,1,738,1
202043043,33,64,M,0,707,0
202066011,44,54,M,1,698,0
202169685,62,64,M,1,692,1
203096468,40,21,M,1,725,0
203351333,44,28,F,0,679,1
203800088,49,20,M,0,673,0
203820713,45,50,F,1,692,1
203928137,38,47,F,0,683,1
203958609,35,31,M,0,669,0
204298385,45,60,M,1,712,1
204651747,56,20,F,1,,0
204764134,52,67,M,1,660,1
204813381,55,31,M,1,668,0
205025699,66,37,F,1,699,1
205062174,25,59,F,0,750,0
205213465,43,41,M,1,673,1
205368474,34,29,M,0,718,0
205499868,63,67,M,0,701,0
205681904,21,43,M,0,632,1
205694962,46,32,M,1,680,0
205777695,47,33,F,1,671,0
206003427,45,66,F,0,723,1
206258296,23,19,M,0,700,1
206465180,44,53,F,1,733,0
206507407,37,26,F,0,704,0
206597155,46,31,M,1,693,0
206676723,,,,,715,
206762380,41,59,F,0,666,1
207017942,35,40,F,1,741,1
207021022,49,55,M,1,697,0
207088809,,,,,707,
207533116,32,60,F,0,678,1
207548454,51,41,F,1,702,1
207643374,41,65,M,1,660,0
207802762,47,61,M,1,683,0
207811500,38,38,F,0,666,0
207848571,50,55,F,1,692,0
208236227,43,34,M,0,706,0
208351010,33,19,M,0,707,0
208369991,34,56,M,0,669,0
208450786,27,47,M,1,732,0
208549238,,,,,690,
208983428,30,55,M,0,745,0
209057556,52,23,F,0,675,0
209121912,43,54,M,0,687,0
209331780,37,54,M,0,706,0
209659941,,,,,680,
209732186,47,37,F,1,709,0
209813371,49,67,M,1,718,0
209848863,45,69,M,0,726,0
210243165,42,58,M,0,678,1
210606011,54,51,F,0,699,0
211126474,44,52,F,1,637,1
211597418,55,59,F,1,706,0
211915646,51,75,F,1,676,0
212007912,52,58,M,1,699,1
212267884,32,60,M,0,697,0
212473101,51,54,F,1,690,0
212934194,38,62,M,0,651,1
213626409,34,57,M,0,697,1
213726476,30,53,M,0,731,0
213955523,43,67,F,1,679,1
214147824,36,41,M,0,660,0
214214940,42,53,M,1,714,0
214868571,44,63,F,1,715,0
214956555,34,60,M,0,735,1
215043501,43,42,M,1,637,1
215147431,53,54,M,1,653,0
215548541,52,49,M,1,709,0
215554064,60,54,M,1,683,0
215565490,50,45,M,1,680,0
215609629,43,72,M,1,677,1
215769883,29,68,M,0,671,1
215955239,32,31,F,0,709,0
215974797,30,63,F,1,668,0
216094553,44,52,F,1,708,0
216231410,50,39,F,1,684,0
216444465,39,64,M,0,721,1
216646710,44,65,M,0,669,0
216859422,32,37,F,0,706,1
217049779,40,64,F,0,703,1
217112071,43,26,F,1,670,1
217354865,47,56,F,1,714,0
217371431,48,59,F,1,710,0
217465133,32,41,F,0,697,0
217488506,51,41,F,1,709,1
217504518,47,72,M,0,671,0
217753502,64,73,F,0,735,0
217845587,42,30,M,1,695,0
217986751,38,23,M,0,727,0
217994031,33,58,F,0,758,0
218016665,48,56,M,1,692,1
218802690,34,72,M,0,715,1
218863135,34,69,F,0,667,0
218874484,55,63,M,1,730,0
219011605,45,33,F,1,731,1
219187399,52,22,F,0,711,0
219847235,52,43,M,0,723,0
220385419,23,42,M,0,715,0
220450002,28,54,M,1,663,0
220730305,39,61,M,0,706,1
220803569,39,53,F,1,734,0
221125796,43,22,F,1,669,0
221539803,52,57,M,1,663,0
221638639,30,19,F,1,678,1
221669844,37,60,M,0,719,0
221848986,55,63,F,0,693,0
221996925,55,21,M,0,699,0
222127993,44,59,M,1,698,1
222349184,52,55,F,1,737,0
222408714,46,79,M,1,681,0
222521929,36,49,F,0,699,1
222616352,51,71,M,1,620,0
222714770,34,57,M,0,706,1
222829289,53,53,M,1,694,0
223246199,44,58,F,1,729,1
223803048,44,38,M,1,757,1
223881610,47,60,M,1,688,1
223902602,52,53,F,1,700,0
224261882,34,28,M,0,696,1
224635907,44,54,F,1,706,0
224719788,40,61,F,1,679,1
224917224,52,45,F,1,671,0
225066154,42,16,F,1,686,0
225093575,46,61,M,1,673,1
225237941,58,60,M,0,702,1
225655684,45,44,M,1,730,1
225766674,72,42,M,1,684,1
225957582,41,61,F,0,662,1
226179462,46,32,F,1,705,0
226188624,46,38,M,1,714,1
226380987,46,62,F,1,686,1
226888996,46,52,M,0,693,0
227043666,46,40,F,1,640,0
227356356,,,,,716,
227395735,60,70,F,1,647,0
227414674,31,59,M,0,696,1
227956221,44,36,F,1,698,0
228032440,55,37,M,1,687,1
228123463,44,61,M,1,700,1
228226573,35,59,M,0,716,0
228232166,,,,,731,
228376272,64,51,M,0,744,1
228666290,31,40,M,1,710,0
228806976,46,22,F,0,706,1
229173931,45,51,F,0,667,0
229261674,38,62,M,0,694,1
229357082,44,25,F,1,736,1
229494166,57,29,M,1,705,0
229644101,45,37,M,1,729,0
229652047,45,65,M,1,676,1
229782940,43,20,F,1,701,1
229823762,63,43,M,1,706,1
230193456,44,79,M,1,661,0
230423438,59,68,M,1,714,1
230443542,52,71,M,0,721,0
230497473,,,,,664,
230608202,42,64,F,1,689,0
230777439,40,54,M,1,701,0
231006223,44,64,M,0,639,0
231219726,37,60,F,0,694,1
231674445,45,60,M,1,674,1
231951027,45,52,F,1,640,0
231988351,63,25,M,1,672,0
232229170,25,71,M,1,688,1
232299375,58,25,M,1,697,0
232321567,,,,,688,
233153414,54,39,M,0,689,0
233335410,47,61,F,1,681,1
233365718,35,65,F,0,654,0
233548255,42,54,M,1,736,1
233552618,46,61,F,1,,1
233669154,59,52,F,1,662,0
233754219,49,31,M,0,685,0
234309760,32,35,F,0,746,0
234427333,72,42,F,0,688,1
234540209,36,46,F,0,677,0
234689045,49,40,F,1,652,0
235095750,39,72,M,0,694,0
235419521,50,72,M,1,685,0
236250142,36,25,F,0,728,1
236336058,31,61,M,0,609,1
236460103,37,63,M,0,718,1
236464292,24,66,M,0,704,0
236591038,45,16,M,1,700,0
236985888,39,46,F,0,648,0
237423485,32,64,F,0,711,0
237474388,43,24,F,1,688,1
237572470,52,48,F,1,664,0
237654346,38,32,M,0,701,1
237874753,43,55,M,0,714,0
237922884,49,26,F,1,677,1
238088246,44,54,M,1,685,0
238388766,41,33,M,0,701,0
238689582,38,23,F,0,738,1
238719812,47,33,F,1,725,0
238835404,36,48,M,0,651,1
239687464,44,57,F,1,710,0
239717353,44,36,F,1,689,0
239942942,46,37,M,1,644,0
240380361,32,76,M,0,684,0
240775222,19,46,M,0,666,1
240898381,52,66,M,1,672,1
240909431,38,61,F,0,695,1
241217085,54,41,M,1,726,1
241250240,41,56,M,1,684,1
241480132,41,36,F,1,673,0
241482199,44,36,F,1,663,0
241531245,67,27,M,0,698,0
241814991,39,67,M,0,673,1
241817394,32,62,F,1,665,0
241841201,39,63,F,0,738,0
242195373,20,42,F,0,635,0
242284123,25,16,F,1,733,1
242820283,41,57,F,1,713,1
243100826,49,57,F,1,688,0
243541254,35,22,F,1,711,0
243651470,44,76,M,1,714,0
243668944,49,53,M,1,669,0
243861388,71,39,F,0,708,0
243927129,53,53,M,1,660,0
243988697,43,21,F,0,671,1
244184996,35,44,F,0,717,0
244485230,34,42,F,0,705,0
244502136,44,21,F,1,710,0
244756113,41,34,F,1,736,0
245017660,39,36,M,0,696,0
245127150,36,40,M,0,692,1
245251599,42,52,M,1,666,0
245522854,53,52,M,1,690,0
245892764,38,72,M,0,707,0
245967847,44,39,M,1,682,0
246027522,42,42,F,1,718,0
246665684,36,51,F,0,684,0
246705375,30,51,M,0,728,0
246729474,42,67,F,1,691,1
246980391,75,35,M,1,653,1
247020409,60,52,F,1,622,0
247223623,50,19,F,0,686,0
247749667,34,54,F,0,708,0
247857644,58,32,F,1,707,0
247924644,50,48,F,1,680,0
248170821,31,38,M,0,720,0
248572347,46,72,M,1,733,1
249181289,49,79,M,1,696,0
249851490,37,21,M,0,751,0
250658698,50,20,M,1,696,0
250773907,,,,,743,
250930988,36,35,F,0,731,0
251559606,38,49,F,0,699,1
251606857,48,24,M,1,690,0
251672544,47,36,F,1,632,1
251844008,25,68,M,0,679,0
252203212,42,39,F,1,715,0
252246253,,,,,693,
252362670,50,16,F,1,675,0
252462997,40,67,M,1,745,0
252541513,64,46,F,1,670,0
252576369,56,25,F,1,689,1
253086032,42,72,M,0,698,1
253245929,32,59,M,0,748,0
253282317,40,39,F,1,685,1
253311724,51,58,F,1,662,0
253438021,34,49,M,0,678,1
253499014,34,49,M,0,705,0
253684449,22,60,F,0,620,0
253710650,53,47,M,1,722,0
253785548,53,17,F,0,650,1
253874330,28,50,M,0,684,0
253962539,60,50,F,1,671,0
254530608,40,54,M,1,680,0
254866063,36,37,F,1,710,0
254881313,21,69,F,0,733,0
254931537,46,67,F,1,658,1
255050439,44,40,F,1,662,1
255443556,53,72,M,1,656,1
255722719,43,29,M,1,687,0
255856069,44,69,F,1,722,0
256362110,38,53,F,0,701,1
256504140,40,36,F,0,667,0
256610977,39,71,M,0,711,0
256675672,44,31,F,0,684,0
257092448,25,93,F,1,752,1
257177186,41,70,M,0,700,0
257740229,56,27,F,1,697,0
257791650,44,57,F,0,698,1
257825643,57,38,M,1,751,0
257832359,52,30,F,1,732,0
258265287,35,35,M,0,726,0
258473439,43,115,M,1,705,1
258509627,28,53,M,1,693,0
258591580,40,74,F,0,704,0
258661519,49,32,F,0,667,1
258869469,37,49,F,1,695,0
258873103,35,65,M,0,729,1
259460270,33,45,M,0,706,0
259793583,49,26,F,1,686,0
260301808,34,77,M,0,671,0
261071626,42,68,F,0,678,0
261078619,46,52,M,1,718,0
261115447,48,62,M,1,682,1
261434244,41,51,M,1,673,0
261812248,33,53,F,1,727,0
261955852,47,40,F,1,704,0
261981943,63,34,M,1,682,0
262136345,56,50,F,1,645,0
262631402,37,59,F,0,699,1
262842490,,,,,650,
264019476,29,47,M,0,657,0
264398973,67,33,F,1,728,0
264531806,39,18,F,0,704,0
264580431,41,44,F,1,690,0
264633255,46,47,F,1,718,0
265173514,32,41,F,1,699,0
265469404,47,51,M,1,708,0
265601308,53,49,M,1,676,0
265703711,54,68,F,1,680,1
265718469,41,68,F,1,753,0
265848593,42,58,F,1,719,1
266013684,53,63,F,1,711,1
266400672,50,65,M,0,702,1
266400773,51,62,F,1,685,0
266608630,18,36,F,0,689,1
266706200,31,72,M,1,684,0
266828861,50,43,M,1,704,0
266832831,47,65,M,1,710,0
267408492,53,18,F,1,734,0
267774406,35,40,M,0,635,1
268445805,33,60,M,0,656,0
268668662,24,16,F,0,707,0
268707285,51,17,M,0,662,0
268770153,30,31,M,0,700,0
269015432,55,53,M,1,705,0
269068382,32,23,F,0,701,0
269157866,37,53,F,0,725,1
269196520,51,36,F,1,648,1
269327444,41,37,F,1,722,1
269374161,59,52,F,0,734,0
270056186,47,55,M,1,687,1
270190124,,,,,700,
270505329,48,61,F,1,686,0
270576607,32,39,F,0,654,0
270612132,34,61,M,0,698,0
270903159,48,43,F,1,664,1
271172472,49,51,F,0,791,1
271679699,40,55,F,1,702,0
271718437,33,51,M,0,703,0
272099211,35,51,M,0,683,0
272170995,37,48,M,1,688,0
272746561,18,17,M,0,706,0
273011895,,,,,680,
273430934,57,34,F,1,712,0
273496891,43,31,F,1,741,0
273843959,51,50,F,1,708,1
273849855,62,63,F,1,753,1
273966926,40,69,M,0,720,0
274567078,54,63,M,0,695,1
274670307,43,64,M,1,730,1
274859526,48,17,F,1,734,0
274900507,48,47,M,1,699,0
274901111,43,17,F,1,671,1
275084940,71,80,M,1,661,0
275373590,31,51,M,0,675,0
275433559,44,72,M,0,700,0
275755641,42,61,M,1,715,1
275994416,49,56,M,0,642,0
275995540,61,32,M,0,633,0
276175840,58,53,M,1,651,0
276478447,34,47,F,0,689,0
276796683,39,29,M,0,720,0
278454872,34,59,M,0,731,0
278619828,45,59,M,1,678,1
279277110,33,80,M,0,677,1
279448090,37,51,F,0,698,1
279673918,49,39,F,1,672,0
279802708,52,59,M,1,719,0
279870583,37,52,M,0,671,0
280306858,41,63,F,0,675,0
280332914,46,52,M,1,674,0
280811579,35,63,M,0,667,1
281080525,28,32,F,1,708,0
281211267,40,51,F,0,611,1
281344134,35,67,M,0,707,1
281596701,54,18,F,1,719,1
281886647,48,38,F,1,636,0
282034027,25,63,M,0,690,0
282264725,37,18,F,1,690,0
282325751,36,45,F,0,683,0
282328997,42,19,F,1,757,0
282696088,53,34,F,0,678,1
283017335,57,66,M,0,665,1
283422595,38,46,M,0,714,0
283527838,55,43,M,1,725,0
284239586,42,43,M,1,707,0
284680561,54,62,F,1,762,1
284832104,45,53,M,1,719,0
284841589,33,23,F,1,696,0
285097610,41,29,F,1,723,1
285226358,44,62,F,0,691,1
285363926,36,56,F,0,704,0
285421484,21,25,M,0,713,0
285813936,44,59,M,1,678,1
285888814,35,63,M,0,710,1
285922871,43,39,F,0,677,1
286028424,53,57,M,1,703,0
286143053,57,52,F,1,703,1
286221501,51,53,M,1,621,0
286464892,40,65,M,1,710,0
286513672,63,78,M,1,680,0
286824157,47,69,M,1,672,0
287037773,35,38,F,0,666,0
287099045,38,20,F,0,649,0
287894001,43,66,F,0,646,0
288132449,39,55,M,0,650,1
288213088,34,49,M,0,726,0
288277509,38,71,F,0,643,0
288724158,53,70,F,1,741,0
288842840,56,44,F,0,743,0
288859047,40,59,F,1,696,1
289069909,64,34,F,1,637,0
289495070,34,16,M,1,702,1
289534012,40,57,F,1,687,1
289625877,44,68,F,1,696,1
290086793,40,47,M,0,690,0
290092592,48,37,F,1,715,0
290186789,43,61,M,1,690,1
290293709,38,51,M,0,695,0
290294661,21,55,F,0,692,0
290298081,21,32,M,0,696,1
290452411,,,,,678,
290739131,40,35,F,0,686,1
291**9981,49,40,F,1,676,1
291165462,38,72,M,0,694,0
291580149,39,59,M,1,701,0
291663686,60,65,M,0,662,0
291815585,39,22,F,0,725,1
292046611,38,60,F,0,733,1
292048200,58,61,M,1,648,1
292050877,48,54,M,1,692,0
292183644,41,23,F,1,655,0
292819158,56,46,F,1,698,0
292921257,42,28,F,1,683,1
292927325,49,50,F,1,712,1
293116047,51,47,M,1,694,0
294192586,35,20,F,0,701,0
294302605,38,86,M,0,711,0
294717567,22,50,F,0,663,1
294757853,34,23,M,0,680,0
294900804,40,54,F,1,721,1
294992511,56,58,F,1,767,1
295330647,,,,,681,
295883097,19,51,M,0,675,0
296050364,45,68,F,1,741,0
296318646,41,78,M,1,654,0
296637240,39,32,F,0,699,0
296639027,38,35,F,0,688,1
296858141,33,50,F,0,746,0
297103556,52,33,F,1,679,1
297167451,48,29,M,1,703,0
297197257,59,41,F,0,646,1
297299451,35,17,F,0,716,0
298311985,18,70,F,1,671,1
298332994,42,34,F,1,692,0
298812460,48,58,F,1,693,1
298906302,37,31,F,0,647,1
298943729,42,76,F,1,654,1
299876219,53,43,F,1,741,0
299907183,40,50,F,1,699,0
299985642,45,18,M,0,678,1
300843439,,,,,712,
300941465,32,19,M,1,700,0
300993766,47,60,F,0,649,0
301716554,47,55,M,1,708,0
301729075,50,22,F,1,707,1
302130569,60,60,F,0,641,0
303392890,38,70,M,0,706,0
303402958,38,89,M,0,697,1
303573272,52,63,M,1,702,1
303646241,58,72,M,1,704,0
303725517,36,27,F,0,718,1
303856482,51,30,F,1,730,0
304106452,46,61,M,1,694,0
304274245,34,41,M,0,701,1
304797883,,,,,660,
305759356,51,58,M,1,697,0
305818498,54,18,M,1,725,0
306033763,38,19,F,0,636,1
306116633,56,47,M,0,627,1
306298493,25,20,F,0,669,0
306634825,50,52,M,1,703,0
307146225,19,19,F,1,717,0
307450577,37,25,F,1,714,0
307576019,56,25,F,1,713,1
307952974,43,35,F,1,661,0
308231325,59,44,F,0,728,0
308252461,44,50,F,1,705,0
308683966,42,24,M,1,656,1
308874547,45,45,M,1,679,1
308983008,47,48,F,0,675,0
308986525,62,26,F,0,727,1
309323274,35,29,F,0,653,0
310056010,55,66,M,1,699,0
310268684,44,40,F,1,663,1
310285955,45,62,F,1,648,1
310487924,45,37,M,1,640,0
310557828,50,52,F,0,744,1
310834160,46,73,M,1,722,0
310974434,38,23,M,0,672,0
311160935,38,31,F,0,723,1
311294246,42,57,M,0,701,0
311357437,43,56,M,1,690,1
311360309,39,60,M,0,727,1
311671063,44,34,F,0,762,0
311976626,35,41,F,0,706,1
312096353,42,43,F,0,693,0
312123002,48,49,M,1,708,0
312143915,55,24,F,1,694,0
312276662,33,24,M,0,693,0
312496478,51,40,F,1,710,1
312573100,34,51,F,0,650,1
312607705,51,37,M,1,675,1
312623435,28,25,F,0,692,1
312732394,44,37,M,1,770,1
312836462,49,21,M,1,667,0
312922375,40,63,M,1,709,1
313207491,42,62,M,0,661,1
313239716,44,30,F,1,675,1
313366271,40,65,M,1,666,0
313487446,41,62,M,1,665,0
313487585,47,31,M,1,675,0
313742795,40,63,M,1,735,1
314017011,45,67,M,0,652,0
314073589,19,17,F,0,714,0
314151016,60,60,F,1,733,0
314563878,49,18,F,1,687,0
314614162,39,49,M,0,701,0
314690195,36,36,F,0,707,0
314890053,39,42,F,0,715,0
314938003,40,22,F,1,700,0
315082905,38,34,F,0,760,0
315210100,58,65,M,1,698,0
315220012,22,66,F,1,685,1
315928330,53,19,M,0,692,0
316025577,44,43,M,1,670,0
316392211,43,57,M,1,667,0
316531177,29,52,F,0,688,0
316566117,51,38,F,1,750,0
316834310,37,41,M,0,660,0
316865404,35,58,F,0,700,1
317372552,30,50,M,0,687,0
317546662,54,59,M,1,747,0
317597727,48,52,F,1,714,1
317612028,58,54,M,1,681,0
318223431,37,56,M,1,676,1
318329276,35,64,F,0,682,1
318543499,40,55,M,1,656,0
318587115,48,56,F,1,701,1
318631162,44,42,F,1,663,1
318782349,38,18,F,0,691,0
318949157,52,60,M,1,740,0
318953435,65,51,F,1,693,1
319196842,39,53,M,0,727,0
319389655,50,24,M,0,699,0
319512913,67,70,M,1,706,0
319571441,36,48,F,0,676,0
319577660,27,55,F,0,701,0
319929494,66,41,M,1,693,1
320306733,21,59,M,0,640,0
320531373,41,52,M,1,697,0
320537457,38,56,M,0,645,0
320590630,32,24,F,0,653,0
320680112,46,28,M,1,726,0
321356821,31,53,M,0,716,0
322585221,50,76,M,1,671,0
322797472,46,52,M,1,674,1
323080862,42,50,F,1,687,0
323185399,35,21,F,0,696,0
323377598,47,65,M,0,713,1
323543342,58,54,F,0,698,1
323555673,57,71,M,0,713,0
323583695,52,42,F,1,648,1
323729211,49,33,M,1,696,0
323820758,50,19,F,1,728,0
324082351,32,38,F,0,704,0
324159767,59,65,M,1,650,1
324899321,37,58,M,0,672,0
324983189,66,52,M,1,700,0
325132593,43,39,F,1,681,0
325135593,39,67,M,0,700,1
325137770,42,40,F,0,674,0
325383419,28,28,F,0,707,1
325516190,75,29,F,1,729,0
325826909,38,32,F,0,689,0
326393905,55,79,M,0,691,0
326769015,44,62,M,1,695,1
326991695,55,56,F,1,681,1
327917141,44,37,F,1,669,0
328543477,55,20,F,1,709,0
328806556,55,53,F,1,664,0
328846395,20,41,M,0,669,0
329231811,64,29,F,1,710,0
329277203,36,71,M,0,727,0
329631846,41,19,M,1,684,0
329685106,60,28,F,1,682,1
329688835,48,17,M,1,698,0
329804736,39,57,M,0,676,0
329873257,45,37,F,1,708,0
329955938,55,50,M,0,676,1
330075181,39,53,F,0,663,0
330173391,51,60,F,1,678,1
330209671,41,55,M,1,700,0
330242322,72,16,F,1,721,0
330301282,50,26,M,1,662,0
330790774,44,30,F,1,673,0
330856089,35,71,F,0,729,0
331**0823,49,40,M,1,691,1
331046003,49,69,M,1,668,0
331485792,45,63,M,1,658,0
331699870,41,24,F,1,727,1
331908164,33,52,M,0,689,0
332452606,45,35,M,1,683,0
332667713,47,40,F,0,705,0
332808458,42,27,F,1,679,1
332878137,39,45,F,0,702,0
333190181,48,51,F,1,671,0
333583545,55,30,M,0,691,0
333705798,40,50,M,1,682,0
333712265,48,62,M,1,728,1
333761853,19,39,F,0,730,1
333841983,56,37,M,1,718,0
333984660,48,33,M,1,630,1
334**1880,65,32,F,1,728,0
334120023,46,25,F,0,703,0
334235615,52,31,M,1,690,1
334323075,42,54,M,1,698,0
334331620,43,61,M,0,706,1
334718253,42,32,F,0,677,1
334752390,34,50,F,0,679,1
334860937,33,45,M,0,694,0
334881251,36,60,M,0,719,1
334938054,43,19,F,1,694,0
335042994,44,23,F,1,689,1
335608900,58,36,M,1,731,0
335650396,46,44,F,0,701,0
335844275,66,31,F,1,654,0
335846763,24,39,M,0,721,1
335906391,,,,,672,
335982164,53,62,F,0,693,1
336034812,32,70,M,0,688,1
336042676,45,68,M,1,734,1
336170975,36,51,M,0,717,0
336174648,48,54,M,1,681,1
336183787,46,29,M,1,752,0
336530268,40,30,F,1,694,1
337006296,35,61,F,0,672,1
337330328,58,68,F,1,658,0
337485079,36,19,F,0,696,0
337704553,,,,,640,
337796103,31,57,F,0,630,0
338002860,55,71,M,1,697,0
338350890,28,56,M,0,645,0
338783229,56,29,F,1,691,1
338944340,31,23,M,0,713,0
339078321,47,45,M,0,700,0
339649926,43,43,M,1,672,0
339814499,38,64,M,0,675,1
339909674,,,,,726,
339965904,38,65,M,0,718,1
340020778,44,45,M,1,681,0
340070356,60,17,F,1,687,0
340962947,44,40,F,1,714,0
340984986,39,61,M,0,721,1
341519766,52,59,F,1,689,0
341563172,54,47,F,1,690,0
341890492,54,24,M,1,696,0
341927673,48,58,M,1,691,0
342304922,44,32,F,1,688,0
342361741,56,63,F,1,686,1
342500552,18,50,M,0,689,0
342769751,37,29,F,0,675,1
342886424,33,72,M,0,700,0
342917799,64,45,F,1,726,0
343035869,48,35,F,1,700,1
343198342,52,30,M,1,655,0
343581423,38,58,M,0,708,0
343680893,39,31,M,0,684,1
343771070,75,74,M,1,749,1
343894064,44,63,F,1,691,1
344376915,50,70,M,1,740,0
344707698,38,55,M,0,732,0
344951078,30,37,F,0,718,0
345065870,44,58,M,1,725,1
345079462,44,21,F,1,697,0
345952799,43,19,F,1,715,1
345965183,57,59,M,1,769,1
346048417,34,71,F,1,649,0
346203891,34,76,M,1,696,0
346433064,33,39,M,0,655,0
346508365,48,34,F,0,715,0
346512636,46,55,M,1,648,0
346620222,40,43,M,1,669,0
346669994,38,28,F,0,695,0
346984594,43,69,M,1,692,1
347064136,54,84,M,1,708,0
347086765,43,62,F,1,655,0
347175448,44,64,M,0,723,1
347316080,51,40,M,1,684,0
347848274,47,28,F,1,693,1
347980395,19,21,F,1,690,0
348090830,49,44,M,1,676,0
348316669,40,69,F,1,668,1
348401949,24,22,F,0,671,0
348477428,53,40,F,1,670,0
348884592,47,87,M,1,730,0
349055720,,,,,701,
349096892,33,38,F,0,734,1
349100336,38,66,M,0,706,0
349175138,56,71,F,1,706,1
349285061,37,38,M,0,739,1
349314090,60,68,M,1,683,0
349536936,54,66,M,1,663,0
349612661,38,67,M,0,711,0
349658777,50,39,F,1,728,0
350026725,33,65,F,0,613,0
350430552,49,64,M,1,707,1
350573856,39,16,F,0,695,1
350592716,50,35,F,1,705,0
350911353,44,53,F,1,711,0
350912148,56,34,M,1,679,1
350943360,55,36,F,1,686,1
351085999,49,36,M,1,687,0
